id,saleprice
2658,135343.90593318714
2718,154045.0561781026
2414,192765.30296399398
1989,103381.36645059992
625,168431.26547374087
333,90587.6548881601
1327,109504.59456207816
858,150713.48588266547
95,185568.00815673333
1568,171232.24728289564
2482,152065.33484795736
1364,112538.29261605599
2584,146434.21212435403
818,262093.97360406828
2673,161380.21726414716
2089,125667.39025834236
1297,132001.13887951433
790,114885.4289574473
2616,195415.7587228173
720,180238.55038186803
222,149900.6799438654
557,128044.1860002334
1148,192607.16374458236
2766,188317.59364052842
534,176489.23281940634
1452,123652.9396551257
630,134582.4579562415
2648,123963.54399081915
125,151332.30176990785
1904,76924.1408829721
1670,114056.4383171029
756,92968.31854904488
717,233584.6155852415
1032,163808.12166861093
852,206476.7744804643
1731,175014.96303845823
2639,121251.08598068832
2071,97906.41593619219
1267,115437.63356032502
1851,204366.98652155537
567,156144.81290101042
2439,204611.23784796702
1898,148410.12252113706
647,164994.61374482812
2256,219376.48615393526
979,104158.14487705269
1444,212536.92540466334
2485,117564.64749943273
157,125328.42312141512
88,125686.77094817396
2003,105584.45291704389
186,198113.97615713868
1425,237554.28513096628
2695,118309.3096336403
738,101582.05927618052
395,152988.8577756877
1353,153025.67180555483
1878,144197.94248595496
390,162681.53237272124
1456,229497.34835400348
1103,334145.0145598391
1387,116071.65621935437
2070,149558.3023184442
1199,172942.46582216487
2479,165252.72546392388
501,335202.64686167566
2362,105867.05255642813
1718,200145.72669046329
2188,87227.5489988415
1483,156087.99770098203
2557,85215.73728863767
437,374045.2812649406
2224,233173.15644038696
1628,170351.87167742875
397,134054.09058104138
587,189169.26031851582
971,154310.60936634245
2611,140630.1109530158
1887,111379.1997220969
2399,373459.5140382205
2148,200287.2371026789
304,112679.16224188279
1997,124039.77180137961
2817,123494.68002751154
1431,189337.61904024985
427,381668.283670583
263,129322.86183822766
598,169509.858529971
2895,223990.60408308246
687,150628.25547144792
1822,131472.87364039896
2191,113528.58099913193
179,121518.5481078398
1009,204591.99076900625
2010,131085.16331491445
1991,134144.703859754
1411,216415.3006934562
1721,221184.97877321191
1144,181817.8725418766
593,203284.1353271033
575,243099.79939697357
1249,168142.94713413087
1604,129045.92490856971
1064,551962.424743941
1923,154641.53486883114
1988,106768.98899065671
2325,170754.98664066056
114,196787.8312014104
2700,156771.68892341852
217,135879.6163802649
343,172841.852855762
386,228869.16235463123
2005,128365.4737032509
2908,144515.0257838722
1814,233523.04249614495
2446,517077.34787224326
208,130817.61724731943
1679,105208.33351926321
822,325423.3216766195
6,188662.90464481484
1781,410497.29348813195
2397,289594.153328163
2340,303705.5196283325
1618,171701.74196266817
2843,123455.32005103711
1061,380282.1190596091
2786,127069.87794990666
1935,134383.81061559357
1341,127823.24511059755
521,262892.88616239664
2136,141539.97857494737
996,194659.2967972679
227,150193.56249896786
135,171338.51532925255
1167,172911.8344276135
294,244095.17256842146
1776,208577.11809688422
540,170215.88247198623
1717,195222.42172742222
2303,133698.101545804
116,183628.81201602027
127,147679.15091426668
1371,132232.20350182283
1014,155522.5020464523
1507,101991.45567440143
702,135026.61683184624
750,137607.70983441613
261,153569.66843024254
1559,83744.3911729027
577,237220.32727148375
2812,196780.1370328553
2080,146163.49241274683
1368,110468.12263167856
2376,130472.59386191485
659,101433.04753887994
1235,135125.10265564185
332,81162.4013688007
1917,146183.6232089084
2094,233480.60866420408
1460,256757.3079069602
1471,204914.37719473802
1509,121552.1716770339
1922,138203.4246365353
433,567503.6386615979
460,255019.6719530389
1116,233677.16325712128
1137,170012.6582932847
53,160732.36010312158
2354,263302.8682105313
1475,194403.20093622498
1761,591689.5564332001
842,145655.9674320673
2739,188333.75982266242
2509,157951.13813194146
1007,197910.13389515615
2610,179094.58108589915
1952,83110.99589164203
2719,150841.41918717494
2921,84583.23083603321
1966,132267.5009866762
292,111731.70326704542
1204,184460.14520537105
1829,273857.11471342755
2419,178139.7315663545
391,150153.9152005744
798,110563.79546055167
481,190847.48537003857
193,203615.13616405078
555,123940.78697548839
899,75417.64627590668
2357,186031.6245997762
328,117152.02562927296
1356,111004.37827745388
1154,108689.92892302439
1730,174088.06595434752
2249,153956.37978557398
1119,258811.12826281652
2856,136561.9739618127
1394,150812.1663160708
2587,131204.19525522098
61,324981.07633888384
2661,180916.28044082772
2711,139373.48665384224
1147,177402.5940760702
757,127052.11756357634
2623,101566.15036186662
2378,137772.35102069634
1413,137362.6116400761
1722,202768.2375017131
1112,223623.95510858975
1623,195803.31763672113
1201,180967.2569790616
1513,116063.6588268964
957,401798.0869416906
1171,268343.53683722654
1145,188056.89445633287
2726,230832.48389420626
703,144740.51634695195
760,98572.78476463478
1964,135566.83907603208
2512,175519.98262597597
159,154451.35893853143
1281,164834.0483294461
468,181659.5504834965
290,126102.80221407497
665,103412.43531689834
1463,253407.62830335984
1792,230827.88363617705
923,151342.2972582152
500,274673.7654305447
1408,170465.78338120336
331,79516.7301162793
170,121793.88736364341
2192,103526.73643961296
2571,283566.8352809348
2314,175324.95856738376
2647,95887.55157056262
422,481596.7920434862
2457,378224.32523033296
1838,190734.16329741862
2805,236313.58330501826
1645,156683.53620968686
1711,323289.5643536692
2825,231736.93190212728
322,350960.27931681246
2103,241044.1085102287
342,124644.73289139115
600,138264.83401721102
488,186784.5250499152
1725,306968.93264812615
2246,288889.1718070533
2847,155594.5969269052
806,227802.18042076967
530,238321.40132972554
963,199834.05725670318
2678,92673.11982385095
171,96121.25372109422
2401,467542.1680868725
805,212539.48484234876
2259,228442.5173937137
1748,174903.33004831139
1361,133184.294689557
1677,110843.41386916398
1406,149272.5382715474
2322,223087.45958548356
688,159104.54564705456
143,142184.5911201344
804,197310.7577113415
1214,158682.99015241567
2828,136683.1452722716
1999,166739.7501493849
2467,199543.82968769094
2665,149079.88150469083
1538,353175.297720926
398,122097.40576517154
2822,138056.15957561455
2157,149405.20299062252
1856,220282.3059954766
1269,105677.36295791212
2570,124691.0350965147
2320,221651.52342959685
1517,145255.6730254531
2304,126713.12235646075
1312,97645.40139220237
2012,131225.082293783
506,246225.75483034257
2865,212663.6263474853
2367,99090.90248127893
554,94539.55028392345
238,129442.06782125808
1954,122087.50470366898
2488,134418.43583907335
2291,79678.40670297768
1969,107035.38815038509
2725,162053.67922498356
1482,156087.99770098203
2763,188603.02710861532
503,252947.71035322372
1584,238145.09456202868
1531,146011.84600879822
2210,168603.88247039635
459,330814.0844540965
556,130279.61651874387
1347,129800.60223852497
1290,78350.89874408742
1388,100310.4791464747
1571,310994.0870141885
2754,188431.2338955625
765,145010.33957972168
2494,126986.59451808156
2870,235651.07951226295
7,198843.65784875152
1114,251650.48221249096
2418,259808.31277341582
291,161687.77623078055
18,391379.3512417273
39,403700.9169403665
1001,242415.34444344626
2442,228686.64654746797
616,121524.5637649552
2680,89264.71190867199
1414,118503.91944513642
289,141826.5986323433
40,251146.74526551692
860,130274.79142686167
409,143380.887932507
673,149804.96193702548
2427,165561.5851162283
2036,207940.20994367017
2564,147429.63688348836
642,129301.06345103055
1008,182284.50850124212
1908,146464.92647144417
2519,198470.01390297862
1369,96999.53908081379
2855,168517.26431144416
712,95770.7620297739
1943,116953.37371350607
1958,127309.04544953485
107,149956.15021077628
2295,213523.47979793788
704,103672.04487795453
676,134349.83765531093
259,181464.50485672487
93,290582.05740506033
106,238913.36263306002
2315,181234.0597068341
1050,116249.7802684897
1095,197365.33882665212
2709,143471.2879132287
758,134530.65953470615
1496,154902.11214078235
2370,118021.14129605878
2458,268905.7130877335
2733,125376.5839157586
161,266369.7829758456
726,145381.15437470522
845,201063.21952650254
947,244025.1619261863
2232,121409.785342052
2563,153408.516263525
2299,145831.14196815251
211,125778.97386066869
605,140383.94952401047
1478,190976.052783833
2247,288189.900067369
2274,220144.32569137638
2869,217386.08028366425
967,218049.68764719862
2656,115588.07071180825
667,198489.1546050125
1042,106800.16110858362
2023,153172.8278973501
2447,398360.2099196913
2055,122278.28144677894
2275,260853.06868743082
2204,181815.25316855966
1563,276698.60918239516
483,214316.03157587512
796,131308.7385055618
1526,165754.16813025012
2042,128256.50021743227
442,359158.57780987857
1693,341355.38205498713
1468,211750.7969300314
1430,194766.21655838814
2605,112512.66982313496
1529,191378.5141192437
335,151666.83339492683
1287,130641.87406011528
31,100056.18794982182
1785,340772.8718945622
82,166515.82213400982
2620,135156.816141918
252,188697.15484209105
721,60343.66827018872
2165,179849.2052426596
2316,180174.8624791728
775,131297.74564807586
1558,74705.95124077049
17,207747.90285194723
1022,232308.07962818068
925,152503.26694709036
438,269947.1265409993
1270,142005.16202516344
1272,121451.65794787602
215,130002.41576697254
266,218790.70539520262
2402,284585.25210477714
1250,134161.613660154
1984,109502.90923033311
1279,140666.92331112083
377,244593.1835753254
1252,125342.9231707689
2156,257048.47812127118
499,329233.8115743307
1374,131255.2340964169
2898,252776.42114335182
401,123384.59324600978
2721,164028.70512119072
2078,240661.06615536462
2589,131110.00990445574
1946,241809.86798971
1334,128126.22719321468
2781,225257.7267545113
431,435716.31459230854
576,195911.8915267209
1474,204821.22761287747
2254,128381.32321988499
2155,273328.17568146763
885,104960.94457045072
643,134759.1476835411
1944,133293.19716232235
480,192158.26185850523
2845,111893.16812431041
2387,311066.26340399985
2407,191651.50874663488
2527,162416.83050198265
2514,153172.40145129996
629,159699.4523158492
80,204228.7930307911
1876,138657.8787034594
1546,121535.21382002038
2518,195358.31528622244
2347,162570.14274984814
783,253869.0301630838
1322,64879.972367977854
194,100144.29356742474
1770,295189.4642741567
2143,135089.10329279272
1229,208663.09875199432
511,283446.9697781579
46,212200.33445050017
1348,141195.0762137503
2465,193069.62926559008
387,235457.2120004325
873,213056.04360994542
1918,124414.36272394957
2764,221640.9405265053
2184,125582.07072798247
934,136700.95550574263
1920,133004.00495712212
2631,146889.8768618825
1768,636426.2973986939
2040,108386.07391511978
1749,211042.17634920357
834,242824.0151122924
1457,230649.77258296317
79,126289.89898670689
2302,128177.39873709188
1817,143176.51415024305
2755,221857.9063162396
359,175138.58247099828
2059,110654.9407469579
2092,236018.68368977914
2516,229777.47723361157
150,124959.17901606733
1656,149876.20652563527
83,98523.36896343806
2411,180390.29041150602
795,83950.55177791585
2312,223492.22333839166
2917,87569.86377280303
1624,176886.93186698644
2215,286433.8661289547
1211,151423.61996554877
1485,155168.2348973415
1024,177989.62110618514
570,204072.81494863087
2874,128804.90931429993
700,110930.34547330317
2756,203344.81632917974
2022,178233.94985685585
583,216910.88098620984
2392,381801.4486177188
2424,189762.6726252392
212,120193.72302784641
736,139717.80575841534
1610,168347.00683144366
890,120703.77160108258
467,179077.05771976043
578,220862.15948574914
1747,185365.38376195845
1149,153760.50037387968
2758,254294.80746301665
857,132136.85499833644
2219,270194.4581188439
733,113532.3877773926
2909,103697.50954865254
1798,258675.06670273835
235,124432.30896320834
2366,123027.85636483396
1027,136714.74895988678
1195,135500.50299563326
1303,68525.11676994647
148,172856.55129983206
608,159917.8252988158
2515,200762.45933283566
821,258019.98154729433
2500,279553.2640871718
745,107947.38856142512
741,128677.13655896959
1611,130266.52529002372
2532,129438.56131036737
1081,222042.79734662827
1692,453716.67792039725
2520,172597.6506107634
276,104203.16742821124
1992,132607.29096566004
663,64884.50148271966
418,127895.86999251539
1733,190772.57080002333
2359,148779.48102059032
253,179214.11308597002
1518,170775.6495687765
2035,125471.67518835835
2919,83391.57648676477
1540,259168.99445639946
2120,150430.11063586437
1674,168025.97278233597
256,174124.56477989556
2361,111117.3219186259
978,73139.36698824583
2280,148619.3403450491
2095,208771.32368473866
1709,335166.44596981583
2801,237709.1685480861
1246,115828.25402437738
2373,98839.26309186059
1055,279446.33371646784
2017,120769.46823564071
