id,saleprice
2658,147685.4860298085
2718,151980.76092741275
2414,198620.8540307194
1989,108148.7486797156
625,169393.7944158498
333,95048.49054463093
1327,107032.17599949836
858,154626.4343566194
95,184790.3454716116
1568,169078.59147642608
2482,152700.7794863121
1364,115327.95310373783
2584,144859.6996476083
818,265752.33350886736
2673,158182.0494421483
2089,126792.86538467182
1297,130558.84332835455
790,114576.9645676685
2616,200688.34043136428
720,177768.86788449297
222,152853.22856412578
557,128448.72348064314
1148,189583.74614307107
2766,178391.3884832736
534,174401.97113494348
1452,123957.70295230235
630,117765.66452899817
2648,132466.69829600008
125,153222.12484409133
1904,71521.28335988669
1670,113958.13394036773
756,95044.77977452488
717,223955.2675391209
1032,160721.65930135746
852,206058.83787764018
1731,178712.5245482785
2639,119897.54027456928
2071,89511.03635876224
1267,116925.88941742666
1851,194330.93838288164
567,155169.86148206782
2439,204454.27062909715
1898,148744.037423938
647,165767.2882593207
2256,212345.14175017463
979,100750.64462834274
1444,214206.44962403455
2485,121379.04112776283
157,128220.17016498589
88,122677.62900651633
2003,105154.81153759392
186,186853.67030882763
1425,232146.99002622667
2695,122135.41410365481
738,100518.17970238185
395,152918.94668077322
1353,154346.10828700074
1878,145961.39846118816
390,162881.9832487442
1456,232689.51935668517
1103,333485.2793330375
1387,114822.14708803619
2070,150750.6467194033
1199,175120.44386749665
2479,167469.02440203202
501,312845.3247889464
2362,102273.33397995053
1718,203302.37417996058
2188,89695.75770748832
1483,149850.18314037306
2557,85915.76639062392
437,377924.93233628804
2224,208857.19631002302
1628,170329.7085866114
397,138617.21839594297
587,194535.69191674833
971,138615.40991232442
2611,143906.29693303345
1887,109583.95120348493
2399,374931.39509739884
2148,196460.84894721597
304,115620.53604496624
1997,128934.83110657257
2817,118637.18750934929
1431,209249.35577605802
427,358744.9537690383
263,126397.74818923489
598,174216.75640710452
2895,225213.32920413947
687,148275.69364719244
1822,140314.60071439025
2191,118173.47935646166
179,115721.19664859261
1009,202930.0378087334
2010,127356.42209963396
1991,132903.8884745615
1411,202099.09859800653
1721,222553.26824925508
1144,183925.6797480915
593,204344.133459574
575,224503.402800371
1249,166063.34973423727
1604,131995.17550642233
1064,572649.2148699366
1923,153887.07986308422
1988,110324.11733504094
2325,171464.3021114594
114,196022.79826797952
2700,163138.77822178957
217,235876.39624064206
343,174908.14119492262
386,229172.46153102117
2005,120217.87083125985
2908,138568.56775704594
1814,225480.25589260465
2446,558875.2454361115
208,148106.70608071846
1679,106007.85264010134
822,326364.34702340065
6,191997.49223760303
1781,434342.71039786097
2397,278138.55774755636
2340,283428.3189210625
1618,170033.3949491264
2843,122810.08895392263
1061,376616.9559621265
2786,125083.06912365559
1935,139206.15149734472
1341,121690.83951218476
521,264576.03273748566
2136,138040.60683318268
996,193747.51396940884
227,145288.94899900258
135,171986.10612885456
1167,170909.72624078585
294,242244.31008328166
1776,202738.06873660715
540,169603.5402587862
1717,200296.4562645703
2303,132524.23337116695
116,181107.90367329345
127,139804.05701846437
1371,130453.24622544904
1014,142462.9517632627
1507,108980.22052482069
702,126287.12965492491
750,136620.75842955592
261,153244.99116716927
1559,76667.81862193215
577,219570.80759269014
2812,197648.6467367921
2080,146127.43364960814
1368,108260.21366250908
2376,131118.37810753088
659,114755.13443349466
1235,138633.3428897137
332,79947.70467099229
1917,147485.94874495518
2094,233379.50736712472
1460,258037.68818503787
1471,204665.99206499156
1509,118905.8064297565
1922,141382.29512455364
433,597472.6539616766
460,257228.2983692794
1116,241322.6807603336
1137,170632.41259162567
53,164140.92534682134
2354,272753.0650009175
1475,192573.27875525207
1761,781562.5582073714
842,143477.5100126942
2739,170406.87454695022
2509,156795.1822730482
1007,196848.38672857115
2610,177052.73831399583
1952,93851.93093410811
2719,152362.85970974583
2921,90682.84133585099
1966,136726.13263248338
292,93740.38642748396
1204,186398.46257595555
1829,259303.46905917043
2419,180325.75462279812
391,150367.50990601705
798,108707.61381025956
481,193620.240520038
193,208496.88064239544
555,124284.9459213546
899,64776.512533546964
2357,182037.84109978683
328,113989.71494333945
1356,119030.9384099184
1154,112373.44220332931
1730,174796.39940669938
2249,153182.50803921735
1119,265021.9351195687
2856,134410.9296450766
1394,148322.8430460475
2587,127075.63320908073
61,327090.09379347257
2661,178574.0736159031
2711,135561.94786233964
1147,177895.2277669457
757,130360.81387137886
2623,96235.72944466947
2378,139377.26366026732
1413,141073.60891916018
1722,205302.4573402906
1112,221167.2153539346
1623,196359.769675682
1201,185164.82114037595
1513,119125.48351819733
957,244722.3373670036
1171,261724.91670671306
1145,189188.70512644117
2726,264519.95679537323
703,145695.26168465105
760,93578.59936363278
1964,142230.67348240846
2512,176666.0909062479
159,139355.64820764566
1281,164263.01076069823
468,178894.82188148276
290,121728.77521655252
665,101110.29940387061
1463,252250.74556287946
1792,229709.5769311019
923,156586.23120164432
500,264338.5160671347
1408,159808.6519061671
331,79186.8433123024
170,102363.98424180798
2192,96093.37256153705
2571,303174.61593678273
2314,174393.30313447508
2647,101396.35293747194
422,476502.9463035576
2457,401577.9461687779
1838,190664.87173140707
2805,237518.83657414687
1645,159689.36363169726
1711,305616.1977119836
2825,228953.72644159565
322,336982.48818478675
2103,237561.1839324346
342,123409.26576050291
600,137185.42280916942
488,185740.76609687926
1725,302589.8302363179
2246,281518.2302018214
2847,150641.91382674588
806,227341.1825553991
530,237158.6651977245
963,199775.4020567003
2678,94170.11381142079
171,89755.8715463596
2401,455503.0475420009
805,212996.37088715693
2259,226031.73432679495
1748,180148.69549370863
1361,138971.3524904708
1677,112842.49773156125
1406,136960.8414339539
2322,235016.1534826092
688,155975.03359725038
143,148488.02026904956
804,196345.20930121662
1214,160507.50156138063
2828,138742.5685694579
1999,171147.9780741705
2467,194895.1146916316
2665,153905.99990799828
1538,342778.4547869744
398,120976.66830370363
2822,129748.94560155491
2157,144589.1366730856
1856,206303.52635592414
1269,104410.8188890238
2570,124831.71324934548
2320,223978.06325575072
1517,151589.4248899315
2304,122427.16543674443
1312,101797.47039364839
2012,127735.95825966731
506,239742.58911974408
2865,225833.66784693042
2367,101878.01852218503
554,95967.30912402437
238,129110.55158875929
1954,121637.87524212715
2488,132299.01699146695
2291,81320.5197068143
1969,107369.00515520596
2725,165712.03300467317
1482,149850.18314037306
2763,189571.55855752452
503,250001.44986906025
1584,238233.189005684
1531,139264.93114537254
2210,178035.42230938285
459,336257.29457676876
556,133004.7311765044
1347,126082.34534428787
1290,75457.65381834407
1388,100170.93350126401
1571,231811.04448597136
2754,186267.24053599566
765,141821.37333242933
2494,132536.36529094048
2870,244782.06186308985
7,214194.00410904593
1114,248208.3706060048
