id,saleprice
2658,132855.48518033145
2718,151030.38423772447
2414,198926.17534668348
1989,108212.1761326318
625,167899.1028571216
333,93623.1453397337
1327,109390.1795285148
858,150175.24925287336
95,185010.96753882518
1568,171244.67607147808
2482,152837.94870997051
1364,110387.74841939441
2584,143900.44150303298
818,248878.13984898292
2673,157534.5117497367
2089,127281.63231848544
1297,131434.70127578595
790,114353.81259333597
2616,201059.96396969008
720,183419.91912483325
222,146172.71633331385
557,124285.92016963959
1148,190839.7726854717
2766,188235.30440875003
534,175473.05273579006
1452,123180.94871290016
630,122887.77632482053
2648,126919.2076966134
125,152457.51381543916
1904,72447.20825973316
1670,114891.15459909153
756,93921.20919101233
717,219928.17951608932
1032,157686.3525238058
852,206841.36674186416
1731,177505.63825176176
2639,117639.48741854039
2071,83404.41731873315
1267,118091.70817652177
1851,193190.7781510454
567,155286.5882377564
2439,203290.26678357593
1898,147719.3230511444
647,168451.56204195536
2256,215175.11198577893
979,97865.56361456179
1444,213743.2836373348
2485,120609.88546433723
157,127520.68085615845
88,122909.06954287668
2003,104963.62011402992
186,192462.6976031121
1425,233128.41569257836
2695,115784.84666527674
738,102743.9572879695
395,152807.679620655
1353,157316.8514539903
1878,145510.72113064223
390,161116.65390602115
1456,224898.74216846976
1103,334739.7729330841
1387,113328.08886928493
2070,145600.06102088583
1199,173094.30190074304
2479,168103.39741364526
501,320024.7955258911
2362,104637.00401723915
1718,203861.8569369252
2188,87489.91574135688
1483,153257.0492948157
2557,86969.75266123805
437,362868.9726760197
2224,217871.88487138654
1628,173003.62236495505
397,137498.5635959606
587,190816.56756671632
971,141031.50826296484
2611,143153.498596628
1887,109951.96977714113
2399,381619.05723850755
2148,197567.29367882022
304,110934.91550264804
1997,126393.14209007786
2817,118669.36589843332
1431,198030.67040458543
427,344621.5043513862
263,126883.57483156695
598,171467.33097201417
2895,227436.70818428998
687,148617.66079369158
1822,135118.6775555085
2191,113674.52067523645
179,115789.5703716617
1009,203973.83465745236
2010,131050.34473132013
1991,132613.53452050788
1411,222791.87266336725
1721,220775.7054950994
1144,183349.55044181968
593,204624.668914127
575,231143.96594327883
1249,164302.64129646492
1604,130591.05972568317
1064,596902.4919473669
1923,153867.08865486225
1988,99839.16026579836
2325,170631.470767998
114,194838.42690375846
2700,156426.12119679103
217,202419.28981942972
343,172254.8706368832
386,228729.66309939165
2005,121840.21165291852
2908,138267.82083966973
1814,224693.7235790317
2446,544891.1331529788
208,138123.95077233718
1679,104591.15241956554
822,322318.44812244823
6,190319.9214536393
1781,433674.54378030385
2397,281914.9365438364
2340,292726.9659678645
1618,169482.353232606
2843,118724.74845469631
1061,372230.7561549309
2786,123045.87310607574
1935,137370.58179218974
1341,124236.28416549925
521,263099.37887919944
2136,141676.05136335027
996,193793.93790614142
227,145658.14139694473
135,173659.11907803226
1167,170328.56313674786
294,244222.11833505557
1776,202162.24675936333
540,170764.69179026643
1717,200259.00142942692
2303,131596.80289018413
116,179239.9535605252
127,136733.77545693403
1371,135410.95703310287
1014,139434.91873942903
1507,110328.97194848758
702,128363.51734191271
750,135701.81792418438
261,154853.70482041143
1559,80699.53287395537
577,218743.20958764883
2812,197660.47328363018
2080,147173.3051107824
1368,107970.46153268035
2376,130443.67282738043
659,109251.09800824287
1235,138117.12734119155
