id,saleprice
2658,140353.10680257884
2718,155382.64410087655
2414,194865.01984793923
1989,105602.96704218435
625,172822.79746097518
333,87545.3418272215
1327,111609.25360517272
858,149713.67633949348
95,169825.8461113538
1568,180025.0579242341
2482,144200.08418764593
1364,118929.00558800242
2584,141726.13742173556
818,266314.45723252173
2673,164442.24143465594
2089,145722.1128369151
1297,143542.43065800922
790,105301.29617675352
2616,203069.3138267464
720,186593.81886799508
222,158966.3858628656
557,126565.59217046745
1148,191367.72583664913
2766,181183.63435825455
534,172283.5372829246
1452,118346.25759979605
630,120030.5874157301
2648,128476.20935943193
125,152496.5439960876
1904,86352.75556007586
1670,111888.62753600575
756,87662.05727144105
717,222221.66934613074
1032,163064.53186792403
852,210880.0766593426
1731,178443.06031478048
2639,115925.31554910229
2071,92541.24049889177
1267,101355.77360565991
1851,215154.5788663918
567,155270.81529127504
2439,205940.58465078764
1898,144615.77155993506
647,170952.88501160347
2256,234285.6658641814
979,97256.2691713775
1444,216467.87863410893
2485,126348.83258141721
157,120222.1113677454
88,120420.6603378116
2003,113144.15186221874
186,178196.28478072863
1425,244726.50570386296
2695,126539.48179727877
738,108489.84940717001
395,152554.17103807998
1353,164728.1739035494
1878,144378.49227566412
390,156068.8648163021
1456,233513.69220748986
1103,327362.52698791237
1387,113102.17966697208
2070,143604.141275571
1199,171319.43901602487
2479,163403.67968202414
501,301195.2451018421
2362,110087.02384840156
1718,214688.12905509197
2188,89956.12412204397
1483,151795.84527009973
2557,79334.74140934672
437,361822.6737562277
2224,230082.65161930502
1628,167272.5371382457
397,138381.23324502975
587,179587.9282877473
971,153318.00176977797
2611,141351.30064434753
1887,110452.89265695034
2399,362660.41799006856
2148,203233.09147428314
304,110714.58344887302
1997,123191.13256624175
2817,121522.79510946694
1431,217328.73316599953
427,409141.72187303624
263,127661.942338019
598,175248.97902407096
2895,237741.6781466821
687,143163.54176458973
1822,135095.00318845283
2191,112166.23929826991
179,96047.3055466998
1009,207261.44996285398
2010,135661.42727934854
1991,143699.11366320658
1411,214597.07664076882
1721,216453.38612095622
1144,182146.75225019848
593,202536.07031796017
575,187920.81470191808
1249,159774.83152046823
1604,134843.77312066808
1064,474395.6261662395
1923,159117.93213849136
1988,101620.52052654415
2325,169271.3205073673
114,200206.03606835194
2700,140496.86312399045
217,133826.57913662394
343,170296.44294590122
386,235500.7543329214
2005,133479.24154661456
2908,143717.13544257762
1814,233699.96982388158
2446,545201.6544863994
208,122076.9970272257
1679,98894.29076041354
822,331211.51649320056
6,195246.01888653007
1781,349757.9945089301
2397,284990.2144445735
2340,304639.43698381324
1618,181240.35650234064
2843,132056.72519313748
1061,379758.5341427233
2786,117178.07906995849
1935,134358.54076759663
1341,127248.5376687434
521,268350.65117731044
2136,144000.51364985394
996,195609.49665916077
227,143224.08713827922
135,160019.69604664418
1167,163568.30960917566
294,248067.81548203534
1776,218428.2444802337
540,166057.88809197166
1717,209763.01159132703
2303,132669.34710814597
116,175355.3710913534
127,146568.02682464593
1371,141826.26558019812
1014,155395.18527553085
1507,109438.8869852715
702,130843.1898854496
750,144140.16758057053
261,151936.2706345492
1559,80282.15828151756
577,221126.85376192085
2812,201799.05969906104
2080,141674.48529469618
1368,108230.16394807087
2376,129466.444712959
659,102043.19115234475
1235,135830.9776147754
332,79615.76876917167
1917,144708.09167674245
2094,233162.9443608495
1460,263820.6516321293
1471,212464.92616352957
1509,116087.0173483655
1922,141501.3241808013
433,565275.3497646293
460,239217.81725903013
1116,232361.47455431992
1137,165992.1222844978
53,152089.38659735976
2354,274218.2683720013
1475,193848.23335278803
1761,402083.31415351445
842,144787.27782115736
2739,168909.42018954922
2509,147397.3774307754
1007,196229.59702387458
2610,177390.31903704937
1952,75163.45873333255
2719,141701.5625792534
2921,82130.36279410333
1966,132601.9835476643
292,116616.8784469315
1204,184920.35000038712
1829,263730.93730243086
2419,177926.2009234735
391,148642.42077320116
798,94248.80015611494
481,199161.99149485806
193,195286.22643002597
555,126158.61057651672
899,61428.11532983527
2357,182576.97555435012
328,122101.9378551442
1356,115936.09078943465
1154,110364.34776608222
1730,175106.565600568
2249,150416.58258845698
1119,265413.0276879965
2856,136309.98653717083
1394,158651.35297805362
2587,138783.2296658348
61,344283.15540473565
2661,174943.65534580083
2711,152910.15865317738
1147,178956.55954924514
757,128880.42027793723
2623,97272.65669017675
2378,135644.74968495287
1413,135466.34412959596
1722,196850.383651675
1112,229550.65437999312
1623,197239.95586397193
1201,180751.36361494652
1513,117055.34956563255
957,-473916.82865715737
1171,277274.4264174566
1145,187484.42426943986
2726,223470.431278749
703,141847.69399601105
760,80712.62321656418
1964,134680.90316196688
2512,159921.3048325626
159,148522.00814246607
1281,158481.93791641918
468,192253.1341910678
290,122703.3204164397
665,102609.98354190153
1463,263082.33951981657
1792,237940.05459572808
923,151847.68096373722
500,269292.04850623175
1408,185261.62789617898
331,80391.53329078663
170,104737.42493058144
2192,104821.25058771537
2571,187773.53271202915
2314,179503.52910714515
2647,98933.86112946022
422,510193.3773492455
2457,389562.85357428587
1838,188906.22044379948
2805,253724.0455313407
1645,164678.6023741596
1711,318513.5668112833
2825,235214.24661290372
322,408183.43352126086
2103,247210.19589601294
342,124502.29340313893
600,108214.60748745152
488,186395.26965285704
1725,292959.41026653256
2246,302206.773034608
2847,161473.33577997368
806,227881.5931043371
530,252478.83443027828
963,169320.44463228298
2678,92164.45716967707
171,96425.2202841569
