id,saleprice
2658,132269.6810749891
2718,160644.85277497664
2414,205190.32241823664
1989,108300.72024872755
625,180485.2871674829
333,81612.05520908104
1327,108355.54724985707
858,151449.6118806113
95,180825.15602466627
1568,178306.29766807889
2482,148624.58825062745
1364,123547.54521854914
2584,147321.38184358145
818,260406.2813126915
2673,169355.44901794507
2089,121087.80282625524
1297,132427.50951785763
790,118789.76558990112
2616,215180.96999436364
720,185323.58076687515
222,150693.8558863939
557,122933.34554955881
1148,185379.81351515278
2766,172230.81465364117
534,179822.18053588658
1452,118711.43806756307
630,111057.11822811957
2648,143057.8367876792
125,145169.79689403457
1904,56258.84129668077
1670,105895.91890744708
756,87622.50174687666
717,218258.87272345822
1032,156401.4435558864
852,211896.49975696593
1731,175297.68927209123
2639,124468.19851283188
2071,85833.44314819752
1267,107024.61595238963
1851,195592.17993317702
567,150873.05994724348
2439,206283.29611289626
1898,149388.99371242648
647,184124.1249251407
2256,213304.22393734718
979,90960.40160450779
1444,215659.57067236665
2485,120707.83917590104
157,127266.47922688746
88,124769.38243470501
2003,110141.70828718429
186,197836.15660058305
1425,228214.47417336947
2695,124100.51467182845
738,96602.49319627497
395,157373.3873221963
1353,165811.50176833346
1878,151478.5335372109
390,156531.17379712831
1456,229121.96948320445
1103,327065.3895222481
1387,105712.55661592825
2070,152229.3909698409
1199,167900.5682172382
2479,173183.56647621252
501,307417.9712758013
2362,92123.6555169301
1718,216638.14738557086
2188,72546.76007331962
1483,150582.26477163608
2557,78968.83199937908
437,357859.91654800525
2224,221224.55058908218
1628,176123.4820497545
397,136531.4247367491
587,187877.09367504736
971,151575.05874464894
2611,148338.64084511006
1887,87327.43504902259
2399,393983.76173839415
2148,198863.91951963847
304,119359.41716645035
1997,127645.89870858782
2817,115000.96850016213
1431,195128.3233843949
427,364205.12970674457
263,121568.46682160968
598,161578.14833658404
2895,244112.96242945633
687,141634.04889267622
1822,134915.66526434215
2191,110164.11331068283
179,123298.53600479696
1009,230211.64106643046
2010,126719.17175131134
1991,135646.8715915237
1411,204227.06571122652
1721,227574.15639390235
1144,188109.09470689727
593,204005.39270065117
575,348005.13698213
1249,173225.37707093413
1604,127744.98508426922
1064,483831.7239229798
1923,159589.28746520972
1988,110883.4913582806
