id,saleprice
2658,126995.76294922209
2718,148757.08803990454
2414,197001.69667569952
1989,106561.23931019426
625,168393.0624257485
333,90574.59249466474
1327,106807.5391950383
858,147468.86902750857
95,179439.10851751355
1568,173405.6974505625
2482,150262.54076091293
1364,108264.77307409793
2584,143881.9209935181
818,254462.41749791917
2673,158247.80769157206
2089,134071.59830681494
1297,133584.84200034602
790,111447.44248715295
2616,200431.25876579186
720,185735.6551431585
222,145821.5462829866
557,123186.68813901476
1148,188803.5938810938
2766,184128.83401091315
534,177328.5395046262
1452,120918.93550233661
630,119363.58738157507
2648,123104.50943748698
125,151237.72812895567
1904,75992.76018200623
1670,112053.27736395871
756,97384.82863989606
717,231910.3334089131
1032,157478.50055510036
852,209595.7462293546
1731,175674.0059043199
2639,114748.12965745907
2071,63040.50546029004
1267,115886.72487877772
1851,198774.57090863195
567,154318.7418148712
2439,203383.824858638
1898,147145.52262961937
647,170565.98664829627
2256,215177.93678909974
979,94922.5713472063
1444,212820.2774807618
2485,118866.3364135902
157,126839.47000367279
88,120443.09901431567
2003,101330.95990154392
186,191340.8009948046
1425,236529.74389509848
2695,113136.05824353927
738,102884.10027169179
395,153553.54598940493
1353,157641.66904413555
1878,143284.07489979413
390,159039.71094379784
1456,232440.63624127736
1103,332790.42525537306
1387,112114.36995069825
2070,144985.6988517988
1199,171260.26931379252
2479,167107.23660841477
501,325084.6905549983
2362,105165.26874165372
1718,202243.7771840228
2188,86993.23244415072
1483,151751.36673709907
2557,82292.64298764187
437,364877.1940873366
2224,225261.63597207863
1628,170300.07870239767
397,136542.8712167582
587,184292.912223794
971,141024.11756083602
2611,143563.07566446997
1887,108731.31136685469
2399,376644.04066509573
2148,199103.30641759592
304,105852.45767943411
1997,124443.7036780937
2817,118732.52645741602
1431,197950.1683900333
427,353817.76300254796
263,126343.65643087216
598,175140.11752931803
2895,226340.6501513404
687,147128.34008088533
1822,132998.84161997354
2191,114707.35120902995
179,110796.46519041367
1009,203799.28035547343
2010,134418.66031143983
1991,133183.78035668386
1411,227018.16731601453
1721,216507.69819498612
1144,182695.28184278443
593,202265.85766557563
575,233910.93561866693
1249,164153.36506729832
